ticker,holding_name,weight_pct,sector,region,market_value,shares
006280,GC Biopharma Corp,0.0008,Health Care,KR,"US$557,155.41","5,938"
1072,Dongfang Electric Corp Ltd,0.0008,Energy,HK,"US$558,188.17","136,200"
002050,Zhejiang Sanhua Intelligent Controls Co Ltd,0.0008,Industrials,CN,"US$546,338.35","79,716"
772,China Literature Ltd,0.0008,Technology,HK,"US$549,509.79","186,600"
EYDAP,Athens Water Supply & Sewage Co SA,0.0008,Utilities,GR,"US$545,373.05","45,024"
ORA,Orora Ltd,0.0008,Industrials,AU,"US$545,857.09","581,350"
9301,Mitsubishi Logistics Corp,0.0008,Industrials,JP,"US$551,779.32","58,500"
1833,Ping An Healthcare and Technology Co Ltd,0.0008,Health Care,HK,"US$544,791.04","478,671"
DSSA,Dian Swastatika Sentosa Tbk PT,0.0007,Energy,ID,"US$540,751.23","19,640,700"
BOROUGE,Borouge PLC,0.0007,Basic Materials,AE,"US$538,714.31","782,062"
ARCCI,Al Rajhi Co for Co-operative Insurance,0.0007,Financials,SA,"US$539,377.15","19,113"
601021,Spring Airlines Co Ltd,0.0007,Consumer Discretionary,CN,"US$540,623.68","74,600"
3M,3M India Ltd,0.0007,Industrials,IN,"US$538,774.74","1,560"
601006,Daqin Railway Co Ltd,0.0007,Industrials,CN,"US$540,534.65","704,200"
TFG,Foschini Group Ltd,0.0007,Consumer Discretionary,ZA,"US$543,824.14","154,867"
TMX,Thermax Ltd,0.0007,Industrials,IN,"US$539,233.04","10,281"
1COV,Covestro AG,0.0007,Basic Materials,DE,"US$544,242.37","7,799"
1385,Shanghai Fudan Microelectronics Group Co Ltd,0.0007,Technology,HK,"US$535,231.07","133,000"
9696,Tianqi Lithium Corp,0.0007,Basic Materials,HK,"US$531,041.42","84,800"
921,Hisense Home Appliances Group Co Ltd,0.0007,Consumer Discretionary,HK,"US$535,250.94","182,708"
4922,Kose Holdings Corp,0.0007,Consumer Discretionary,JP,"US$531,758.28","15,100"
GCC*,GCC SAB de CV,0.0007,Industrials,MX,"US$531,326.60","43,700"
300498,Wens Foodstuff Group Co Ltd,0.0007,Consumer Staples,CN,"US$523,208.48","258,600"
ARI,African Rainbow Minerals Ltd,0.0007,Basic Materials,ZA,"US$527,580.41","40,446"
853,Microport Scientific Corp,0.0007,Health Care,HK,"US$524,463.73","546,600"
600089,TBEA Co Ltd,0.0007,Industrials,CN,"US$525,974.68","140,290"
LLC,Lendlease Corp Ltd,0.0007,Industrials,AU,"US$526,341.95","268,948"
002004,Huapont Life Sciences Co Ltd,0.0007,Health Care,CN,"US$527,449.59","787,268"
000988,Hgtech Co Ltd,0.0007,Technology,CN,"US$523,517.29","23,300"
450080,Ecopro Materials Co Ltd,0.0007,Basic Materials,KR,"US$528,266.62","12,799"
GGPS3,GPS Participacoes e Empreendimentos SA,0.0007,Industrials,BR,"US$523,394.34","216,825"
656,Fosun International Ltd,0.0007,Industrials,HK,"US$523,160.18","1,054,040"
TOP/F,Thai Oil PCL,0.0007,Energy,TH,"US$529,931.63","372,900"
600905,China Three Gorges Renewables Group Co Ltd,0.0007,Utilities,CN,"US$527,737.25","855,700"
600295,Inner Mongolia ERDOS Resources Co Ltd,0.0007,Basic Materials,CN,"US$520,236.41","260,174"
002142,Bank of Ningbo Co Ltd,0.0007,Financials,CN,"US$521,706.20","113,680"
1066,Shandong Weigao Group Medical Polymer Co Ltd,0.0007,Health Care,HK,"US$518,571.98","1,209,600"
6781,Advanced Energy Solution Holding Co Ltd,0.0007,Industrials,TW,"US$518,427.48","14,000"
RYM,Ryman Healthcare Ltd,0.0007,Health Care,NZ,"US$515,795.30","381,206"
IGL,Indraprastha Gas Ltd,0.0007,Utilities,IN,"US$517,865.41","306,582"
601608,CITIC Heavy Industries Co Ltd,0.0007,Industrials,CN,"US$519,123.56","631,300"
000012,CSG Holding Co Ltd,0.0007,Industrials,CN,"US$522,324.78","872,018"
600673,Guangdong HEC Technology Holding Co Ltd,0.0007,Basic Materials,CN,"US$517,854.31","98,300"
LIIL,Linde India Ltd,0.0007,Basic Materials,IN,"US$520,013.23","6,857"
CHDRAUIB,Grupo Comercial Chedraui SA de CV,0.0007,Consumer Discretionary,MX,"US$510,720.98","90,900"
NLC,NLC India Ltd,0.0007,Utilities,IN,"US$509,318.06","139,218"
300458,All Winner Technology Co Ltd,0.0007,Technology,CN,"US$508,232.99","99,203"
002966,Bank of Suzhou Co Ltd,0.0007,Financials,CN,"US$511,013.54","423,950"
ARTO,Aarti Industries Ltd,0.0007,Basic Materials,IN,"US$512,990.00","102,598"
DMP,Domino's Pizza Enterprises Ltd,0.0007,Consumer Discretionary,AU,"US$513,454.82","39,668"
601689,Ningbo Tuopu Group Co Ltd,0.0007,Consumer Discretionary,CN,"US$513,166.85","55,605"
CATERING,Catrion Catering Holding Co,0.0007,Consumer Discretionary,SA,"US$513,646.64","26,189"
IVL/F,Indorama Ventures PCL,0.0007,Basic Materials,TH,"US$502,512.52","701,900"
ICBP,Indofood CBP Sukses Makmur Tbk PT,0.0007,Consumer Staples,ID,"US$506,615.00","1,275,100"
000408,Zangge Mining Co Ltd,0.0007,Basic Materials,CN,"US$501,105.83","43,900"
601012,LONGi Green Energy Technology Co Ltd,0.0007,Energy,CN,"US$503,295.64","244,997"
RYSAS,Reysas Tasimacilik ve Lojistik Ticaret AS,0.0007,Industrials,TR,"US$500,192.54","1,033,996"
600893,AECC Aviation Power Co Ltd,0.0007,Industrials,CN,"US$494,939.99","80,600"
DALLAH,Dallah Healthcare Co,0.0007,Health Care,SA,"US$495,418.27","16,614"
BOI,Bank of India,0.0007,Financials,IN,"US$494,565.65","335,814"
603290,StarPower Semiconductor Ltd,0.0007,Technology,CN,"US$495,655.22","26,040"
ARCLK,Arcelik AS,0.0007,Consumer Discretionary,TR,"US$488,367.93","216,124"
1318,Mao Geping Cosmetics Co LTD,0.0007,Consumer Discretionary,HK,"US$489,497.15","64,100"
002304,Jiangsu Yanghe Distillery Co Ltd,0.0007,Consumer Staples,CN,"US$488,039.25","72,700"
600038,AVICOPTER PLC,0.0007,Industrials,CN,"US$492,364.80","121,500"
600820,Shanghai Tunnel Engineering Co Ltd,0.0007,Industrials,CN,"US$487,369.57","573,100"
SOLUTION,Arabian Internet & Communications Services Co,0.0007,Technology,SA,"US$491,508.82","8,635"
002600,Lingyi iTech Guangdong Co,0.0007,Technology,CN,"US$483,748.31","224,800"
RBK,RBL Bank Ltd,0.0007,Financials,IN,"US$480,926.37","132,429"
MGROS,Migros Ticaret AS,0.0007,Consumer Staples,TR,"US$480,969.80","33,494"
2357,AviChina Industry & Technology Co Ltd,0.0007,Industrials,HK,"US$481,237.40","1,205,000"
BDMS-R,Bangkok Dusit Medical Services PCL,0.0007,Health Care,TH,"US$484,848.67","867,000"
HUDCO,Housing & Urban Development Corp Ltd,0.0007,Financials,IN,"US$480,092.94","224,111"
030000,Cheil Worldwide Inc,0.0007,Consumer Discretionary,KR,"US$479,911.00","39,178"
BBL-R,Bangkok Bank PCL,0.0007,Financials,TH,"US$473,630.36","89,100"
601360,360 Security Technology Inc,0.0007,Technology,CN,"US$478,302.73","320,200"
IRB,IRB Infrastructure Developers Ltd,0.0007,Industrials,IN,"US$477,125.03","2,142,102"
000425,XCMG Construction Machinery Co Ltd,0.0007,Industrials,CN,"US$471,966.07","327,300"
QUINENC,Quinenco SA,0.0007,Financials,CL,"US$472,069.40","107,722"
ADPORTS,Abu Dhabi Ports Co PJSC,0.0007,Industrials,AE,"US$474,295.48","383,704"
PETD,Petronas Dagangan Bhd,0.0007,Energy,MY,"US$478,733.92","107,000"
002709,Guangzhou Tinci Materials Technology Co Ltd,0.0007,Basic Materials,CN,"US$474,017.85","61,600"
SUN,Suntec Real Estate Investment Trust,0.0006,Real Estate,SG,"US$470,040.38","407,800"
220,Uni-President China Holdings Ltd,0.0006,Consumer Staples,HK,"US$465,538.57","464,200"
SAVOLA,Savola Group/The,0.0006,Consumer Staples,SA,"US$465,087.05","60,769"
300751,Suzhou Maxwell Technologies Co Ltd,0.0006,Industrials,CN,"US$470,412.17","12,740"
DFI,DFI Retail Group Holdings Ltd,0.0006,Consumer Staples,SG,"US$467,600.00","116,900"
DIC,Dubai Investments PJSC,0.0006,Industrials,AE,"US$471,331.19","472,986"
2689,Nine Dragons Paper Holdings Ltd,0.0006,Basic Materials,HK,"US$470,773.47","554,000"
AEFES,Anadolu Efes Biracilik Ve Malt Sanayii AS,0.0006,Consumer Staples,TR,"US$457,218.87","1,087,180"
548,Shenzhen Expressway Corp Ltd,0.0006,Industrials,HK,"US$458,899.64","522,000"
002625,Kuang-Chi Technologies Co Ltd,0.0006,Consumer Discretionary,CN,"US$459,104.48","77,200"
601969,Hainan Mining Co Ltd,0.0006,Basic Materials,CN,"US$457,465.78","320,200"
000089,Shenzhen Airport Co Ltd,0.0006,Industrials,CN,"US$461,918.67","459,300"
1276,Jiangsu Hengrui Pharmaceuticals Co Ltd,0.0006,Health Care,HK,"US$460,867.12","60,000"
600012,Anhui Expressway Co Ltd,0.0006,Industrials,CN,"US$463,472.48","186,200"
TOPG,Top Glove Corp Bhd,0.0006,Health Care,MY,"US$459,238.19","2,261,962"
SYNG,Syngene International Ltd,0.0006,Health Care,IN,"US$461,838.82","99,264"
ISAT,Indosat Tbk PT,0.0006,Telecommunications,ID,"US$459,655.74","3,802,800"
PPT,Perpetual Ltd,0.0006,Financials,AU,"US$460,770.86","40,277"
688331,Remegen Co Ltd,0.0006,Health Care,CN,"US$461,635.16","26,901"
002353,Yantai Jereh Oilfield Services Group Co Ltd,0.0006,Energy,CN,"US$460,978.04","22,200"
139480,E-MART Inc,0.0006,Consumer Discretionary,KR,"US$450,496.68","7,885"
688235,BeOne Medicines Ltd,0.0006,Health Care,CN,"US$454,040.08","12,587"
JGS,JG Summit Holdings Inc,0.0006,Industrials,PH,"US$449,827.85","993,128"
CBG/F,Carabao Group PCL,0.0006,Consumer Staples,TH,"US$453,639.58","366,800"
MAGEN,Margun Enerji Uretim Sanayi VE Ticaret AS,0.0006,Utilities,TR,"US$452,346.43","339,754"
688183,Shengyi Electronics Co Ltd,0.0006,Technology,CN,"US$453,446.00","22,209"
1055,China Southern Airlines Co Ltd,0.0006,Consumer Discretionary,HK,"US$453,823.97","912,000"
600010,Inner Mongolia BaoTou Steel Union Co Ltd,0.0006,Basic Materials,CN,"US$443,522.03","1,270,700"
1876,Budweiser Brewing Co APAC Ltd,0.0006,Consumer Staples,HK,"US$446,027.89","500,100"
688702,New Issuer: BB Company ID:37276143,0.0006,Technology,CN,"US$445,588.90","10,702"
GUBRF,Gubre Fabrikalari TAS,0.0006,Basic Materials,TR,"US$449,271.38","37,487"
263750,Pearl Abyss Corp,0.0006,Consumer Discretionary,KR,"US$444,986.70","15,363"
ADRO,Adaro Energy Indonesia Tbk PT,0.0006,Energy,ID,"US$445,044.21","3,457,800"
PGSUS,Pegasus Hava Tasimaciligi AS,0.0006,Consumer Discretionary,TR,"US$447,499.02","120,732"
BRES,Barwa Real Estate Co,0.0006,Real Estate,QA,"US$437,362.72","644,190"
600037,Beijing Gehua CATV Network Co Ltd,0.0006,Consumer Discretionary,CN,"US$437,582.18","405,300"
2264,Morinaga Milk Industry Co Ltd,0.0006,Consumer Staples,JP,"US$440,168.35","14,400"
600104,SAIC Motor Corp Ltd,0.0006,Consumer Discretionary,CN,"US$437,667.07","240,200"
001450,Hyundai Marine & Fire Insurance Co Ltd,0.0006,Financials,KR,"US$440,621.40","19,219"
GENT,Genting Bhd,0.0006,Consumer Discretionary,MY,"US$437,728.12","748,100"
001965,China Merchants Expressway Network & Technology Holdings Co Ltd,0.0006,Industrials,CN,"US$435,220.85","293,100"
2282,MGM China Holdings Ltd,0.0006,Consumer Discretionary,HK,"US$441,664.33","322,000"
601009,Bank of Nanjing Co Ltd,0.0006,Financials,CN,"US$440,832.96","276,500"
600029,China Southern Airlines Co Ltd,0.0006,Consumer Discretionary,CN,"US$437,481.90","538,800"
011170,Lotte Chemical Corp,0.0006,Industrials,KR,"US$435,148.11","8,126"
9044,NANKAI Co Ltd,0.0006,Industrials,JP,"US$436,403.04","24,900"
688249,Nexchip Semiconductor Corp,0.0006,Technology,CN,"US$434,559.97","64,492"
DLPL,Dr Lal PathLabs Ltd,0.0006,Health Care,IN,"US$430,512.48","25,444"
3759,Pharmaron Beijing Co Ltd,0.0006,Health Care,HK,"US$429,818.31","192,275"
KAYAN,Saudi Kayan Petrochemical Co,0.0006,Basic Materials,SA,"US$433,564.14","280,516"
6952,Casio Computer Co Ltd,0.0006,Consumer Discretionary,JP,"US$433,913.56","38,600"
PASEU,New Issuer: BB Company ID:67720311,0.0006,Industrials,TR,"US$427,896.10","169,576"
BANPU/F,Banpu PCL,0.0006,Energy,TH,"US$433,083.88","2,472,757"
URC,Universal Robina Corp,0.0006,Consumer Staples,PH,"US$432,935.72","430,820"
000625,Chongqing Changan Automobile Co Ltd,0.0006,Consumer Discretionary,CN,"US$431,868.38","368,694"
ISAE4,CTEEP-Cia de Transmissao de Energia Eletrica Paulista,0.0006,Utilities,BR,"US$422,860.09","79,131"
101,Hang Lung Properties Ltd,0.0006,Real Estate,HK,"US$425,727.92","415,000"
000066,China Greatwall Technology Group Co Ltd,0.0006,Technology,CN,"US$422,790.97","160,600"
STARHEAL,Star Health & Allied Insurance Co Ltd,0.0006,Financials,IN,"US$427,083.76","76,850"
4816,Toei Animation Co Ltd,0.0006,Consumer Discretionary,JP,"US$423,588.17","28,500"
2222,Kotobuki Spirits Co Ltd,0.0006,Consumer Staples,JP,"US$425,670.58","32,500"
EKGYO,Emlak Konut Gayrimenkul Yatirim Ortakligi AS,0.0006,Real Estate,TR,"US$423,351.65","1,017,191"
022100,Posco DX Co Ltd,0.0006,Technology,KR,"US$426,371.90","19,801"
600050,China United Network Communications Ltd,0.0006,Telecommunications,CN,"US$426,221.45","662,500"
4114,Nippon Shokubai Co Ltd,0.0006,Basic Materials,JP,"US$414,900.43","32,000"
ERICA,Telefonaktiebolaget LM Ericsson,0.0006,Telecommunications,SE,"US$416,518.52","32,102"
LH/F,Land & Houses PCL,0.0006,Real Estate,TH,"US$417,675.22","3,775,900"
200596,Anhui Gujing Distillery Co Ltd,0.0006,Consumer Staples,CN,"US$414,916.81","58,900"
1958,BAIC Motor Corp Ltd,0.0006,Consumer Discretionary,HK,"US$419,719.04","2,718,600"
002230,Iflytek Co Ltd,0.0006,Technology,CN,"US$415,847.19","58,700"
SASA,Sasa Polyester Sanayi AS,0.0006,Basic Materials,TR,"US$419,446.70","7,291,342"
6963,Sunshine Insurance Group Co Ltd,0.0006,Financials,HK,"US$419,611.10","929,000"
OR/F,PTT Oil & Retail Business PCL,0.0006,Energy,TH,"US$408,710.40","1,072,700"
KTC/F,Krungthai Card PCL,0.0006,Financials,TH,"US$408,634.20","443,300"
600177,Youngor Fashion Co Ltd,0.0006,Consumer Discretionary,CN,"US$407,343.40","369,200"
601898,China Coal Energy Co Ltd,0.0006,Energy,CN,"US$406,989.63","175,500"
DN,Deepak Nitrite Ltd,0.0006,Basic Materials,IN,"US$410,974.57","23,212"
COLT,Colt CZ Group SE,0.0006,Industrials,CZ,"US$411,638.15","8,099"
2606,U-Ming Marine Transport Corp,0.0006,Industrials,TW,"US$411,900.85","187,000"
YZJFH,Yangzijiang Financial Holding Ltd,0.0006,Financials,SG,"US$411,821.07","2,188,400"
ALPEKA,Alpek SAB de CV,0.0006,Basic Materials,MX,"US$407,705.48","568,328"
603799,Zhejiang Huayou Cobalt Co Ltd,0.0006,Basic Materials,CN,"US$411,300.89","50,748"
377300,Kakaopay Corp,0.0006,Industrials,KR,"US$412,370.60","13,350"
1060,Damai Entertainment Holdings Ltd,0.0006,Consumer Discretionary,HK,"US$412,203.03","5,570,000"
1128,Wynn Macau Ltd,0.0006,Consumer Discretionary,HK,"US$405,435.48","562,400"
601229,Bank of Shanghai Co Ltd,0.0006,Financials,CN,"US$404,126.04","302,600"
600085,Beijing Tong Ren Tang Co Ltd,0.0006,Health Care,CN,"US$403,255.96","106,300"
603296,Huaqin Co Ltd,0.0006,Technology,CN,"US$399,701.25","25,400"
HMN,Emami Ltd,0.0006,Consumer Staples,IN,"US$402,595.28","95,832"
002241,GoerTek Inc,0.0005,Industrials,CN,"US$394,427.53","99,400"
CPAXT/F,CP AXTRA PCL,0.0005,Consumer Discretionary,TH,"US$394,701.20","845,102"
601607,Shanghai Pharmaceuticals Holding Co Ltd,0.0005,Health Care,CN,"US$395,581.42","162,300"
INKP,Indah Kiat Pulp & Paper Tbk PT,0.0005,Basic Materials,ID,"US$393,069.95","915,200"
5471,Daido Steel Co Ltd,0.0005,Basic Materials,JP,"US$391,607.51","30,000"
TU/F,Thai Union Group PCL,0.0005,Consumer Staples,TH,"US$394,933.78","1,147,600"
6110,Topsports International Holdings Ltd,0.0005,Consumer Discretionary,HK,"US$394,059.25","1,103,000"
000538,Yunnan Baiyao Group Co Ltd,0.0005,Health Care,CN,"US$397,513.97","53,820"
601872,China Merchants Energy Shipping Co Ltd,0.0005,Industrials,CN,"US$395,242.14","168,500"
200012,CSG Holding Co Ltd,0.0005,Industrials,CN,"US$392,376.50","2,294,934"
SGS,Saudi Ground Services Co,0.0005,Industrials,SA,"US$393,590.73","47,158"
600584,JCET Group Co Ltd,0.0005,Technology,CN,"US$387,105.58","31,900"
000807,Yunnan Aluminium Co Ltd,0.0005,Basic Materials,CN,"US$385,965.14","91,600"
000728,Guoyuan Securities Co Ltd,0.0005,Financials,CN,"US$385,791.58","365,850"
002156,TongFu Microelectronics Co Ltd,0.0005,Technology,CN,"US$389,472.67","39,900"
GLXO,GlaxoSmithKline Pharmaceuticals Ltd,0.0005,Health Care,IN,"US$390,553.97","16,787"
GQG,GQG Partners Inc,0.0005,Financials,AU,"US$386,244.32","371,504"
4205,Zeon Corp,0.0005,Basic Materials,JP,"US$382,361.33","27,800"
600132,Chongqing Brewery Co Ltd,0.0005,Consumer Staples,CN,"US$381,944.11","48,800"
SADAFCO,Saudia Dairy & Foodstuff Co,0.0005,Consumer Staples,SA,"US$381,134.15","6,460"
ANE,Corp ACCIONA Energias Renovables SA,0.0005,Utilities,ES,"US$378,932.46","14,045"
991,Datang International Power Generation Co Ltd,0.0005,Utilities,HK,"US$381,019.22","948,000"
688220,ASR Microelectronics Co Ltd,0.0005,Technology,CN,"US$380,352.81","24,175"
NMDC,NMDC Group PJSC,0.0005,Industrials,AE,"US$380,697.99","70,905"
IREDA,Indian Renewable Energy Development Agency Ltd,0.0005,Financials,IN,"US$383,745.97","273,590"
000547,Addsino Co Ltd,0.0005,Industrials,CN,"US$383,695.80","127,800"
600160,Zhejiang Juhua Co Ltd,0.0005,Basic Materials,CN,"US$376,523.08","77,100"
601077,Chongqing Rural Commercial Bank Co Ltd,0.0005,Financials,CN,"US$378,772.01","385,700"
1579,Yihai International Holding Ltd,0.0005,Consumer Staples,HK,"US$382,091.00","217,000"
HMPRO/F,Home Product Center PCL,0.0005,Consumer Discretionary,TH,"US$380,455.68","2,046,600"
LICHF,LIC Housing Finance Ltd,0.0005,Financials,IN,"US$376,673.28","67,118"
2202,China Vanke Co Ltd,0.0005,Real Estate,HK,"US$375,288.35","1,085,345"
DWNI,Deutsche Wohnen SE,0.0005,Real Estate,DE,"US$370,151.59","16,418"
753,Air China Ltd,0.0005,Consumer Discretionary,HK,"US$371,296.60","600,000"
DQ,Daqo New Energy Corp,0.0005,Basic Materials,US,"US$373,168.64","22,426"
300390,Canmax Technologies Co Ltd,0.0005,Basic Materials,CN,"US$371,458.78","30,000"
PGAS,Perusahaan Gas Negara Persero Tbk PT,0.0005,Utilities,ID,"US$372,782.04","3,650,200"
HEXT,Hexaware Technologies Ltd,0.0005,Technology,IN,"US$371,438.91","69,462"
NAHDI,Nahdi Medical Co,0.0005,Consumer Staples,SA,"US$372,512.80","14,199"
601179,China XD Electric Co Ltd,0.0005,Technology,CN,"US$373,480.24","152,400"
4272,Nippon Kayaku Co Ltd,0.0005,Basic Materials,JP,"US$364,369.62","27,200"
6806,Shenwan Hongyuan Group Co Ltd,0.0005,Financials,HK,"US$367,743.38","1,112,800"
600808,Maanshan Iron & Steel Co Ltd,0.0005,Basic Materials,CN,"US$364,613.36","835,700"
AWL,Adani Wilmar Ltd,0.0005,Consumer Staples,IN,"US$367,792.98","181,697"
688120,Hwatsing Technology Co Ltd,0.0005,Technology,CN,"US$365,572.98","9,460"
2386,Sinopec Engineering Group Co Ltd,0.0005,Industrials,HK,"US$363,778.80","516,500"
EL,Societatea Energetica Electrica SA,0.0005,Utilities,RO,"US$367,817.54","50,177"
002958,Qingdao Rural Commercial Bank Corp,0.0005,Financials,CN,"US$359,352.21","846,600"
000977,IEIT Systems Co Ltd,0.0005,Technology,CN,"US$360,359.24","37,700"
6693,Chifeng Jilong Gold Mining Group Ltd,0.0005,Basic Materials,HK,"US$359,122.67","91,800"
CENER,Cenergy Holdings SA,0.0005,Industrials,GR,"US$358,812.40","12,309"
MFG,Magellan Financial Group Ltd,0.0005,Financials,AU,"US$358,925.57","59,036"
002429,Shenzhen MTC Co Ltd,0.0005,Consumer Discretionary,CN,"US$355,474.05","207,200"
688234,SICC Co Ltd,0.0005,Technology,CN,"US$361,144.43","16,600"
6178,Everbright Securities Co Ltd,0.0005,Financials,HK,"US$355,229.03","373,200"
603228,Shenzhen Kinwong Electronic Co Ltd,0.0005,Technology,CN,"US$361,854.63","30,900"
688002,Raytron Technology Co Ltd,0.0005,Technology,CN,"US$356,440.17","18,858"
RESEARCH,Saudi Research & Media Group,0.0005,Consumer Discretionary,SA,"US$348,384.48","16,718"
TATATECH,Tata Technologies Ltd,0.0005,Technology,IN,"US$350,608.34","47,225"
603156,Hebei Yangyuan Zhihui Beverage Co Ltd,0.0005,Consumer Staples,CN,"US$348,294.23","55,100"
1508,China Reinsurance Group Corp,0.0005,Financials,HK,"US$349,678.46","2,303,000"
3466,LaSalle Logiport REIT,0.0005,Real Estate,JP,"US$351,459.26",384
GPSC/F,Global Power Synergy PCL,0.0005,Utilities,TH,"US$347,519.74","279,260"
OCTVSDB,Octave Intelligence PLC,0.0005,Technology,SE,"US$348,152.62","20,423"
MTEL,Dayamitra Telekomunikasi PT,0.0005,Telecommunications,ID,"US$349,866.59","12,023,300"
AURE3,Auren Energia SA,0.0005,Utilities,BR,"US$349,872.77","143,066"
3279,Activia Properties Inc,0.0005,Real Estate,JP,"US$352,491.99",429
688036,Shenzhen Transsion Holdings Co Ltd,0.0005,Telecommunications,CN,"US$344,464.25","38,689"
KLBF,Kalbe Farma Tbk PT,0.0005,Health Care,ID,"US$343,014.10","7,960,600"
603369,Jiangsu King's Luck Brewery JSC Ltd,0.0005,Consumer Staples,CN,"US$343,714.74","76,700"
600021,Shanghai Electric Power Co Ltd,0.0005,Utilities,CN,"US$344,343.30","104,500"
FAKEEHCA,New Issuer: BB Company ID:71589552,0.0005,Health Care,SA,"US$340,758.19","35,540"
282330,BGF retail Co Ltd,0.0005,Consumer Staples,KR,"US$337,903.12","4,100"
874,Guangzhou Baiyunshan Pharmaceutical Holdings Co Ltd,0.0005,Health Care,HK,"US$335,557.71","170,000"
956,China Suntien Green Energy Corp Ltd,0.0005,Utilities,HK,"US$339,285.99","773,000"
002311,Guangdong Haid Group Co Ltd,0.0005,Consumer Staples,CN,"US$335,219.81","48,400"
600795,GD Power Development Co Ltd,0.0005,Utilities,CN,"US$335,135.22","440,000"
601669,Power Construction Corp of China Ltd,0.0005,Industrials,CN,"US$332,730.70","421,300"
TLI/F,Thai Life Insurance PCL,0.0005,Financials,TH,"US$327,355.35","959,800"
598,Sinotrans Ltd,0.0005,Industrials,HK,"US$325,733.02","521,000"
7489,VOYAH Automobile Technology Co Ltd,0.0005,Consumer Discretionary,HK,"US$327,747.41","487,417"
LTTS,L&T Technology Services Ltd,0.0005,Industrials,IN,"US$330,702.71","9,153"
APPC,Advanced Petrochemical Co,0.0005,Basic Materials,SA,"US$327,743.83","46,411"
000880,Hanwha Corp,0.0005,Financials,KR,"US$332,608.69","3,749"
EMTK,Elang Mahkota Teknologi Tbk PT,0.0005,Consumer Discretionary,ID,"US$326,517.85","9,487,600"
600438,Tongwei Co Ltd,0.0005,Energy,CN,"US$327,011.07","149,700"
RALYH,Ral Yatirim Holding AS,0.0005,Basic Materials,TR,"US$327,177.54","60,059"
CSTRL,Castrol India Ltd,0.0004,Energy,IN,"US$321,672.60","166,788"
9921,Giant Manufacturing Co Ltd,0.0004,Consumer Discretionary,TW,"US$325,188.24","146,994"
004370,NongShim Co Ltd,0.0004,Consumer Staples,KR,"US$320,620.44","1,255"
2607,Fuji Oil Holdings Inc,0.0004,Consumer Staples,JP,"US$324,953.20","14,700"
6753,Sharp Corp/Japan,0.0004,Technology,JP,"US$318,968.21","81,700"
MARAFIQ,Power & Water Utility Co for Jubail & Yanbu,0.0004,Utilities,SA,"US$322,471.89","30,729"
GENM,Genting Malaysia Bhd,0.0004,Consumer Discretionary,MY,"US$324,181.59","666,000"
301269,Empyrean Technology Co Ltd,0.0004,Technology,CN,"US$316,670.24","18,700"
8086,Nipro Corp,0.0004,Health Care,JP,"US$313,518.44","29,000"
CUAN,Petrindo Jaya Kreasi Tbk PT,0.0004,Energy,ID,"US$311,915.22","8,847,500"
251270,Netmarble Corp,0.0004,Consumer Discretionary,KR,"US$317,325.81","11,252"
008770,Hotel Shilla Co Ltd,0.0004,Consumer Discretionary,KR,"US$315,938.35","8,641"
MAVI,Mavi Giyim Sanayi Ve Ticaret AS,0.0004,Consumer Discretionary,TR,"US$317,203.15","353,154"
AGHOL,AG Anadolu Grubu Holding AS,0.0004,Industrials,TR,"US$317,778.42","434,030"
EXTRA,United Electronics Co,0.0004,Consumer Discretionary,SA,"US$313,733.28","14,809"
7164,Zenkoku Hosho Co Ltd,0.0004,Financials,JP,"US$305,664.93","16,400"
4118,Kaneka Corp,0.0004,Basic Materials,JP,"US$308,668.26","8,900"
467,United Energy Group Ltd,0.0004,Energy,HK,"US$309,429.15","5,272,000"
900947,Shanghai Zhenhua Heavy Industries Co Ltd,0.0004,Industrials,CN,"US$308,710.60","1,220,200"
PETROR,Rabigh Refining & Petrochemical Co,0.0004,Energy,SA,"US$308,964.98","72,600"
600623,Shanghai Huayi Group Co Ltd,0.0004,Consumer Discretionary,CN,"US$307,773.33","238,100"
600848,Shanghai Lingang Holdings Corp Ltd,0.0004,Real Estate,CN,"US$309,424.75","233,500"
GDSP,Godrej Industries Ltd,0.0004,Industrials,IN,"US$303,738.22","26,059"
ENDU,Endurance Technologies Ltd,0.0004,Consumer Discretionary,IN,"US$301,377.49","10,516"
4208,UBE Corp,0.0004,Basic Materials,JP,"US$300,461.71","16,200"
JFC,Jollibee Foods Corp,0.0004,Consumer Discretionary,PH,"US$297,279.44","144,300"
301358,Hunan Yuneng New Energy Battery Material Co Ltd,0.0004,Basic Materials,CN,"US$298,123.63","22,800"
123,Yuexiu Property Co Ltd,0.0004,Real Estate,HK,"US$300,181.43","538,362"
COLBUN,Colbun SA,0.0004,Utilities,CL,"US$296,967.47","1,978,179"
002036,LianChuang Electronic Technology Co Ltd,0.0004,Industrials,CN,"US$300,622.94","220,700"
EXCL,XL Axiata Tbk PT,0.0004,Telecommunications,ID,"US$296,467.28","1,872,039"
600737,COFCO Sugar Holding Co Ltd,0.0004,Consumer Staples,CN,"US$302,207.37","158,400"
002385,Beijing Dabeinong Technology Group Co Ltd,0.0004,Consumer Staples,CN,"US$298,660.79","602,800"
576,Zhejiang Expressway Co Ltd,0.0004,Industrials,HK,"US$295,812.39","345,000"
FERTIGLB,Fertiglobe plc,0.0004,Basic Materials,AE,"US$295,624.72","324,115"
