ticker,holding_name,weight_pct,sector,region,market_value,shares
601696,BOC International China Co Ltd,0.0004,Financials,CN,"US$291,851.60","173,100"
PSSA3,Porto Seguro SA,0.0004,Financials,BR,"US$289,390.10","30,300"
RATCH/F,Ratch Group PCL,0.0004,Utilities,TH,"US$294,224.92","311,400"
TAEE11,Transmissora Alianca de Energia Eletrica S/A,0.0004,Utilities,BR,"US$294,191.61","38,000"
WHIRL,Whirlpool of India Ltd,0.0004,Consumer Discretionary,IN,"US$289,476.71","33,435"
MPARK,MLP Saglik Hizmetleri AS,0.0004,Health Care,TR,"US$290,386.70","29,418"
300251,Beijing Enlight Media Co Ltd,0.0004,Consumer Discretionary,CN,"US$292,093.41","154,900"
601212,Baiyin Nonferrous Group Co Ltd,0.0004,Basic Materials,CN,"US$295,813.77","319,000"
1999,Man Wah Holdings Ltd,0.0004,Consumer Discretionary,HK,"US$291,978.46","630,400"
UBBL,United Breweries Ltd,0.0004,Consumer Staples,IN,"US$283,522.11","20,405"
AWC/F,Asset World Corp PCL,0.0004,Real Estate,TH,"US$283,688.19","4,049,400"
688082,ACM Research Shanghai Inc,0.0004,Technology,CN,"US$281,496.19","8,310"
SRE*,Sempra,0.0004,Utilities,MX,"US$284,949.86","2,904"
3697,SHIFT Inc,0.0004,Technology,JP,"US$284,312.14","64,500"
002001,Zhejiang NHU Co Ltd,0.0004,Consumer Staples,CN,"US$288,355.02","66,384"
1618,Metallurgical Corp of China Ltd,0.0004,Industrials,HK,"US$282,300.25","1,475,000"
600346,Hengli Petrochemical Co Ltd,0.0004,Basic Materials,CN,"US$281,692.83","110,800"
RYGYO,Reysas Gayrimenkul Yatirim Ortakligi AS,0.0004,Real Estate,TR,"US$282,262.42","411,484"
SJVN,SJVN Ltd,0.0004,Utilities,IN,"US$287,112.78","362,902"
090435,Amorepacific Corp,0.0004,Consumer Discretionary,KR,"US$284,656.93","11,470"
3406,Genius Electronic Optical Co Ltd,0.0004,Technology,TW,"US$288,742.40","15,000"
688396,China Resources Microelectronics Ltd,0.0004,Technology,CN,"US$287,613.29","30,343"
165,China Everbright Ltd,0.0004,Financials,HK,"US$275,073.37","354,000"
000559,Wanxiang Qianchao Co Ltd,0.0004,Consumer Discretionary,CN,"US$276,300.50","126,400"
601377,Industrial Securities Co Ltd,0.0004,Financials,CN,"US$280,771.14","330,160"
IQ,iQIYI Inc,0.0004,Consumer Discretionary,US,"US$278,936.34","244,681"
PFGRUPSU,Grupo de Inversiones Suramericana SA,0.0004,Financials,CO,"US$281,056.57","23,947"
OSP/F,Osotspa PCL,0.0004,Consumer Staples,TH,"US$273,937.93","582,700"
688047,Loongson Technology Corp Ltd,0.0004,Technology,CN,"US$266,955.16","12,380"
ALARABIA,Arabian Contracting Services Co,0.0004,Consumer Discretionary,SA,"US$267,941.00","10,748"
FPE,FUCHS SE,0.0004,Basic Materials,DE,"US$267,874.89","7,074"
3234,Mori Hills REIT Investment Corp,0.0004,Real Estate,JP,"US$272,520.26",335
UNVR,Unilever Indonesia Tbk PT,0.0004,Consumer Staples,ID,"US$273,399.05","2,857,100"
600835,Shanghai Mechanical and Electrical Industry Co Ltd,0.0004,Industrials,CN,"US$267,659.45","82,600"
300223,Ingenic Semiconductor Co Ltd,0.0004,Technology,CN,"US$272,468.48","11,700"
FLYNAS,flynas Co SJSC,0.0004,Consumer Discretionary,SA,"US$270,884.19","19,700"
036460,Korea Gas Corp,0.0004,Utilities,KR,"US$271,138.02","11,510"
7240,NOK Corp,0.0004,Consumer Discretionary,JP,"US$273,657.26","15,100"
PRESIGHT,Presight AI Holding PLC,0.0004,Technology,AE,"US$266,950.61","286,687"
601727,Shanghai Electric Group Co Ltd,0.0004,Industrials,CN,"US$272,622.29","228,700"
SPEN,Shapir Engineering and Industry Ltd,0.0004,Industrials,IL,"US$270,039.68","16,551"
FESTI,Festi hf,0.0004,Consumer Discretionary,IS,"US$264,166.65","99,573"
002044,Meinian Onehealth Healthcare Holdings Co Ltd,0.0004,Health Care,CN,"US$261,801.68","311,100"
ALVO,Alvotech SA,0.0004,Health Care,IS,"US$265,683.20","76,998"
4676,Fuji Media Holdings Inc,0.0004,Consumer Discretionary,JP,"US$265,524.22","11,200"
3347,Hangzhou Tigermed Consulting Co Ltd,0.0004,Health Care,HK,"US$265,287.98","67,200"
600233,YTO Express Group Co Ltd,0.0004,Industrials,CN,"US$265,383.16","95,700"
688099,Amlogic Shanghai Co Ltd,0.0004,Technology,CN,"US$263,158.32","16,802"
302440,SK Bioscience Co Ltd,0.0004,Health Care,KR,"US$260,381.29","9,594"
CENCOMAL,Cencosud Shopping SA,0.0004,Real Estate,CL,"US$263,358.79","96,530"
139130,DGB Financial Group Inc,0.0004,Financials,KR,"US$265,162.77","23,045"
VAPORES,Cia Sud Americana de Vapores SA,0.0004,Industrials,CL,"US$256,309.93","5,127,034"
688506,Sichuan Biokin Pharmaceutical Co Ltd,0.0004,Health Care,CN,"US$256,090.20","7,258"
AHGAZ,Ahlatci Dogal Gaz Dagitim Enerji VE Yatirim AS,0.0004,Utilities,TR,"US$257,255.43","358,624"
600926,Bank of Hangzhou Co Ltd,0.0004,Financials,CN,"US$258,804.40","109,300"
2206,Ezaki Glico Co Ltd,0.0004,Consumer Staples,JP,"US$256,391.73","7,500"
600039,Sichuan Road and Bridge Group Co Ltd,0.0004,Industrials,CN,"US$252,560.38","194,940"
000596,Anhui Gujing Distillery Co Ltd,0.0004,Consumer Staples,CN,"US$256,259.20","18,625"
600066,Yutong Bus Co Ltd,0.0004,Industrials,CN,"US$254,140.75","53,200"
6613,Lens Technology Co Ltd,0.0003,Technology,HK,"US$247,024.78","80,400"
000617,CNPC Capital Co Ltd,0.0003,Financials,CN,"US$251,715.24","218,200"
2810,House Foods Group Inc,0.0003,Consumer Staples,JP,"US$248,993.03","11,600"
002195,Shanghai Stonehill Technology Co Ltd,0.0003,Technology,CN,"US$245,024.37","216,000"
300803,Beijing Compass Technology Development Co Ltd,0.0003,Financials,CN,"US$248,593.87","18,300"
000009,China Baoan Group Co Ltd,0.0003,Industrials,CN,"US$245,482.85","224,300"
002422,Sichuan Kelun Pharmaceutical Co Ltd,0.0003,Health Care,CN,"US$247,972.99","46,100"
2186,Luye Pharma Group Ltd,0.0003,Health Care,HK,"US$250,158.85","903,500"
601992,BBMG Corp,0.0003,Industrials,CN,"US$249,830.44","1,062,400"
600580,Wolong Electric Group Co Ltd,0.0003,Industrials,CN,"US$250,949.13","43,000"
1316,Nexteer Automotive Group Ltd,0.0003,Consumer Discretionary,HK,"US$250,082.94","400,000"
KUYAS,Kuyumcukent Gayrimenkul Yatirimlari AS,0.0003,Real Estate,TR,"US$246,904.98","147,923"
002074,Gotion High-tech Co Ltd,0.0003,Industrials,CN,"US$243,173.43","49,900"
KLRHO,Kiler Holding AS,0.0003,Real Estate,TR,"US$243,541.38","126,503"
MIATK,MIA Teknoloji AS,0.0003,Technology,TR,"US$242,179.73","222,459"
APEX,Apex Investment Co PSC,0.0003,Industrials,AE,"US$239,789.86","259,033"
STLA,Stellantis NV,0.0003,Consumer Discretionary,US,"US$238,857.36","29,932"
552,China Communications Services Corp Ltd,0.0003,Telecommunications,HK,"US$244,509.66","464,000"
688472,CSI Solar Co Ltd,0.0003,Energy,CN,"US$244,686.38","124,863"
881,Zhongsheng Group Holdings Ltd,0.0003,Consumer Discretionary,HK,"US$243,259.24","309,500"
300866,Anker Innovations Technology Co Ltd,0.0003,Consumer Discretionary,CN,"US$241,717.38","13,000"
2039,China International Marine Containers Group Co Ltd,0.0003,Industrials,HK,"US$242,131.51","193,050"
301165,Ruijie Networks Co Ltd,0.0003,Telecommunications,CN,"US$242,912.51","25,480"
600845,Shanghai Baosight Software Co Ltd,0.0003,Technology,CN,"US$236,318.35","79,298"
AP,Aboitiz Power Corp,0.0003,Utilities,PH,"US$232,809.77","333,500"
688223,Jinko Solar Co Ltd,0.0003,Energy,CN,"US$230,759.09","266,257"
QAMC,Qatar Aluminum Manufacturing Co,0.0003,Basic Materials,QA,"US$232,503.33","494,477"
SAGAD,Sagax AB,0.0003,Real Estate,SE,"US$234,344.41","60,951"
RLXF,Relaxo Footwears Ltd,0.0003,Consumer Discretionary,IN,"US$232,306.94","63,913"
BYLOT,Ballys Intralot SA,0.0003,Consumer Discretionary,GR,"US$230,372.14","166,594"
9898,Weibo Corp,0.0003,Technology,HK,"US$231,289.69","30,517"
DRR,Deterra Royalties Ltd,0.0003,Basic Materials,AU,"US$233,506.51","72,120"
000921,Hisense Home Appliances Group Co Ltd,0.0003,Consumer Discretionary,CN,"US$233,052.67","63,900"
ARABIAND,Arabian Drilling Co,0.0003,Energy,SA,"US$235,007.06","10,125"
002558,Giant Network Group Co Ltd,0.0003,Consumer Discretionary,CN,"US$231,252.17","60,000"
600588,Yonyou Network Technology Co Ltd,0.0003,Technology,CN,"US$231,189.14","150,740"
QLG,QL Resources Bhd,0.0003,Consumer Staples,MY,"US$233,364.44","257,025"
CPFE3,CPFL Energia SA,0.0003,Utilities,BR,"US$230,752.24","26,900"
000831,China Rare Earth Resources And Technology Co Ltd,0.0003,Basic Materials,CN,"US$236,008.55","32,700"
CSNA3,Cia Siderurgica Nacional SA,0.0003,Basic Materials,BR,"US$235,198.88","177,300"
570,China Traditional Chinese Medicine Holdings Co Ltd,0.0003,Health Care,HK,"US$233,453.42","1,172,864"
6808,Sun Art Retail Group Ltd,0.0003,Consumer Discretionary,HK,"US$228,657.46","1,179,000"
659,CTF Services Ltd,0.0003,Industrials,HK,"US$226,529.21","220,000"
600221,Hainan Airlines Holding Co Ltd,0.0003,Consumer Discretionary,CN,"US$228,518.59","1,051,100"
300454,Sangfor Technologies Inc,0.0003,Technology,CN,"US$224,589.10","14,200"
4483,JMDC Inc,0.0003,Industrials,JP,"US$224,550.54","12,600"
002459,JA Solar Technology Co Ltd,0.0003,Energy,CN,"US$223,545.95","165,916"
3292,AEON REIT Investment Corp,0.0003,Real Estate,JP,"US$229,878.76",298
600988,Chifeng Jilong Gold Mining Group Ltd,0.0003,Basic Materials,CN,"US$224,557.60","45,500"
ABMB,Alliance Bank Malaysia Bhd,0.0003,Financials,MY,"US$228,133.92","193,694"
1368,Xtep International Holdings Ltd,0.0003,Consumer Discretionary,HK,"US$223,701.74","413,500"
LULU,Lulu Retail Holdings PLC,0.0003,Consumer Staples,AE,"US$226,713.26","839,399"
2229,Calbee Inc,0.0003,Consumer Staples,JP,"US$229,853.63","12,600"
002287,Tibet Cheezheng Tibetan Medicine Co Ltd,0.0003,Health Care,CN,"US$228,013.52","73,240"
MULT3,Multiplan Empreendimentos Imobiliarios SA,0.0003,Real Estate,BR,"US$226,307.88","38,426"
1199,COSCO SHIPPING Ports Ltd,0.0003,Industrials,HK,"US$228,749.33","360,000"
PHX,Phoenix Group PLC,0.0003,Technology,AE,"US$229,625.83","1,256,902"
002920,Huizhou Desay Sv Automotive Co Ltd,0.0003,Consumer Discretionary,CN,"US$225,750.39","15,000"
601866,COSCO SHIPPING Development Co Ltd,0.0003,Industrials,CN,"US$226,751.36","608,400"
BTS/F,BTS Group Holdings PCL,0.0003,Industrials,TH,"US$220,870.48","3,523,642"
M,MED Life SA,0.0003,Health Care,RO,"US$216,782.89","86,364"
3923,Rakus Co Ltd,0.0003,Technology,JP,"US$220,027.64","34,800"
683,Kerry Properties Ltd,0.0003,Real Estate,HK,"US$219,641.72","83,000"
300724,Shenzhen SC New Energy Technology Corp,0.0003,Energy,CN,"US$222,024.27","18,600"
2593,Ito En Ltd,0.0003,Consumer Staples,JP,"US$221,079.21","11,700"
LU,Lufax Holding Ltd,0.0003,Financials,US,"US$218,956.65","132,701"
8876,Relo Group Inc,0.0003,Real Estate,JP,"US$217,477.23","18,800"
601825,Shanghai Rural Commercial Bank Co Ltd,0.0003,Financials,CN,"US$222,888.58","177,300"
GMAT3,Grupo Mateus SA,0.0003,Consumer Discretionary,BR,"US$216,361.75","256,300"
600096,Yunnan Yuntianhua Co Ltd,0.0003,Basic Materials,CN,"US$222,047.05","49,000"
600522,Jiangsu Zhongtian Technology Co Ltd,0.0003,Telecommunications,CN,"US$222,136.38","35,600"
639,Shougang Fushan Resources Group Ltd,0.0003,Energy,HK,"US$222,086.71","639,920"
002261,Talkweb Information System Co Ltd,0.0003,Technology,CN,"US$208,505.57","47,500"
688180,Shanghai Junshi Biosciences Co Ltd,0.0003,Health Care,CN,"US$214,232.63","42,305"
LYDYE,Lydia Yesil Enerji Kaynaklari Anonimsirketi,0.0003,Utilities,TR,"US$212,807.31",610
600895,Shanghai Zhangjiang High-Tech Park Development Co Ltd,0.0003,Real Estate,CN,"US$209,114.61","40,700"
INTP,Indocement Tunggal Prakarsa Tbk PT,0.0003,Industrials,ID,"US$212,644.10","775,500"
004990,Lotte Corp,0.0003,Consumer Discretionary,KR,"US$208,581.92","12,351"
002127,NanJi E-Commerce Co Ltd,0.0003,Technology,CN,"US$214,108.51","485,800"
002252,Shanghai RAAS Blood Products Co Ltd,0.0003,Health Care,CN,"US$205,600.57","261,800"
600143,Kingfa Sci & Tech Co Ltd,0.0003,Industrials,CN,"US$204,577.12","81,800"
4681,Resorttrust Inc,0.0003,Consumer Discretionary,JP,"US$204,857.09","19,200"
2670,ABC-Mart Inc,0.0003,Consumer Discretionary,JP,"US$208,324.64","12,600"
14,Hysan Development Co Ltd,0.0003,Real Estate,HK,"US$207,026.56","87,000"
300085,Shenzhen Infogem Technologies Co Ltd,0.0003,Technology,CN,"US$201,950.97","35,302"
300748,JL Mag Rare-Earth Co Ltd,0.0003,Industrials,CN,"US$206,178.26","43,200"
000895,Henan Shuanghui Investment & Development Co Ltd,0.0003,Consumer Staples,CN,"US$202,041.28","54,600"
TRMET,TR Anadolu Metal Madencilik Isletmeleri AS,0.0003,Basic Materials,TR,"US$201,856.30","85,853"
006360,GS Engineering & Construction Corp,0.0003,Industrials,KR,"US$205,060.38","10,132"
9449,GMO internet group Inc,0.0003,Technology,JP,"US$206,357.18","10,000"
696,TravelSky Technology Ltd,0.0003,Technology,HK,"US$205,871.85","175,000"
002653,Haisco Pharmaceutical Group Co Ltd,0.0003,Health Care,CN,"US$205,930.68","27,000"
002673,Western Securities Co Ltd,0.0003,Financials,CN,"US$199,022.10","204,200"
002064,Huafon Chemical Co Ltd,0.0003,Basic Materials,CN,"US$197,670.91","132,200"
ILCO,Israel Corp Ltd,0.0003,Basic Materials,IL,"US$195,454.42",589
300115,Shenzhen Everwin Precision Technology Co Ltd,0.0003,Technology,CN,"US$194,945.61","39,500"
BRSAN,Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret AS,0.0003,Basic Materials,TR,"US$199,620.32","18,734"
001979,China Merchants Shekou Industrial Zone Holdings Co Ltd,0.0003,Real Estate,CN,"US$197,233.43","151,200"
1877,Shanghai Junshi Biosciences Co Ltd,0.0003,Health Care,HK,"US$194,547.17","72,400"
BATA,Bata India Ltd,0.0003,Consumer Discretionary,IN,"US$198,438.74","28,181"
688297,AVIC Chengdu UAS Co Ltd,0.0003,Industrials,CN,"US$198,864.09","30,284"
000999,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,0.0003,Health Care,CN,"US$194,335.82","53,742"
ECILC,EIS Eczacibasi Ilac ve Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,0.0003,Health Care,TR,"US$197,707.30","102,060"
300765,CSPC Innovation Pharmaceutical Co Ltd,0.0003,Consumer Staples,CN,"US$194,324.59","49,100"
000975,Shanjin International Gold Co Ltd,0.0003,Basic Materials,CN,"US$197,645.48","59,500"
LIDER,LDR Turizm AS,0.0003,Consumer Discretionary,TR,"US$199,303.46","79,603"
MONDE,Monde Nissin Corp,0.0003,Consumer Staples,PH,"US$199,949.15","1,739,600"
AKSA,Aksa Akrilik Kimya Sanayii AS,0.0003,Basic Materials,TR,"US$191,660.97","844,113"
8572,Acom Co Ltd,0.0003,Financials,JP,"US$192,943.97","65,700"
9003,Sotetsu Holdings Inc,0.0003,Consumer Discretionary,JP,"US$188,490.80","12,300"
000581,Weifu High-Technology Group Co Ltd,0.0003,Consumer Discretionary,CN,"US$192,188.36","67,400"
ULKER,Ulker Biskuvi Sanayi AS,0.0003,Consumer Staples,TR,"US$191,263.32","75,798"
JSWINFRA,JSW Infrastructure Ltd,0.0003,Industrials,IN,"US$193,162.07","66,656"
002595,Shandong Himile Mechanical Science & Technology Co Ltd,0.0003,Industrials,CN,"US$190,704.88","24,650"
HWA,Honeywell Automation India Ltd,0.0003,Industrials,IN,"US$190,312.42",509
600018,Shanghai International Port Group Co Ltd,0.0003,Industrials,CN,"US$186,643.40","246,000"
8570,AEON Financial Service Co Ltd,0.0003,Financials,JP,"US$188,761.86","19,900"
KVIKA,Kvika banki hf,0.0003,Financials,IS,"US$190,052.93","1,437,151"
600256,Guanghui Energy Co Ltd,0.0003,Energy,CN,"US$186,926.32","200,300"
TKA,Telekom Austria AG,0.0003,Telecommunications,AT,"US$187,755.03","16,401"
CMIN3,CSN Mineracao SA,0.0003,Basic Materials,BR,"US$180,293.78","195,700"
SCGP/F,SCG Packaging PCL,0.0003,Industrials,TH,"US$183,752.96","253,400"
DOAS,Dogus Otomotiv Servis ve Ticaret AS,0.0003,Consumer Discretionary,TR,"US$182,976.84","45,439"
3320,China Resources Pharmaceutical Group Ltd,0.0003,Health Care,HK,"US$181,737.57","305,000"
600252,Guangxi Wuzhou Zhongheng Group Co Ltd,0.0003,Health Care,CN,"US$185,441.88","564,800"
TPG,TPG Telecom Ltd,0.0003,Telecommunications,AU,"US$181,801.16","64,789"
NIC,National Industrialization Co,0.0003,Basic Materials,SA,"US$181,413.82","68,765"
KIO,Kumba Iron Ore Ltd,0.0003,Basic Materials,ZA,"US$183,711.12","9,174"
AIIL,Authum Investment & Infrastucture Ltd,0.0003,Financials,IN,"US$186,082.57","36,925"
900934,Shanghai Jinjiang International Hotels Co Ltd,0.0003,Consumer Discretionary,CN,"US$183,439.30","127,300"
300144,Songcheng Performance Development Co Ltd,0.0003,Consumer Discretionary,CN,"US$181,422.62","182,000"
097950,CJ CheilJedang Corp,0.0003,Consumer Staples,KR,"US$179,615.13","1,340"
300255,Hebei Changshan Biochemical Pharmaceutical Co Ltd,0.0003,Health Care,CN,"US$184,243.02","30,200"
6979,ZJLD Group Inc,0.0003,Consumer Staples,HK,"US$185,775.90","200,000"
TURSG,Turkiye Sigorta AS,0.0003,Financials,TR,"US$183,525.86","667,379"
688578,Shanghai Allist Pharmaceuticals Co Ltd,0.0003,Health Care,CN,"US$185,797.34","14,002"
300339,Jiangsu Hoperun Software Co Ltd,0.0002,Technology,CN,"US$177,263.16","29,800"
603077,Sichuan Hebang Biotechnology Co Ltd,0.0002,Basic Materials,CN,"US$172,454.13","474,000"
ISMEN,Is Yatirim Menkul Degerler AS,0.0002,Financials,TR,"US$172,886.07","208,352"
8283,PALTAC Corp,0.0002,Consumer Staples,JP,"US$179,087.88","4,300"
000028,China National Accord Medicines Corp Ltd,0.0002,Consumer Staples,CN,"US$178,928.54","51,220"
600536,China National Software & Service Co Ltd,0.0002,Technology,CN,"US$173,274.08","32,400"
002414,Wuhan Guide Infrared Co Ltd,0.0002,Industrials,CN,"US$174,651.85","91,756"
10,Hang Lung Group Ltd,0.0002,Real Estate,HK,"US$178,834.82","96,000"
688303,Xinjiang Daqo New Energy Co Ltd,0.0002,Basic Materials,CN,"US$177,139.00","61,516"
8424,Fuyo General Lease Co Ltd,0.0002,Consumer Discretionary,JP,"US$165,979.02","6,300"
300832,Shenzhen New Industries Biomedical Engineering Co Ltd,0.0002,Health Care,CN,"US$164,522.70","23,800"
TERA,Tera Yatirim Menkul Degerler AS,0.0002,Financials,TR,"US$167,565.41","36,601"
CUERVO*,Becle SAB de CV,0.0002,Consumer Staples,MX,"US$166,850.95","202,900"
754,Hopson Development Holdings Ltd,0.0002,Real Estate,HK,"US$170,674.01","506,682"
9989,Shenzhen Hepalink Pharmaceutical Group Co Ltd,0.0002,Health Care,HK,"US$164,938.63","313,000"
ENERY,Enerya Enerji AS,0.0002,Utilities,TR,"US$169,171.27","881,222"
RENT4,Localiza Rent a Car SA,0.0002,Consumer Discretionary,BR,"US$171,749.10","21,461"
NCKL,Trimegah Bangun Persada Tbk PT,0.0002,Basic Materials,ID,"US$168,776.27","3,388,800"
383220,F&F Co Ltd / New,0.0002,Consumer Discretionary,KR,"US$165,439.95","3,420"
ENJSA,Enerjisa Enerji AS,0.0002,Utilities,TR,"US$159,494.63","66,662"
601933,Yonghui Superstores Co Ltd,0.0002,Consumer Staples,CN,"US$163,180.97","298,200"
200625,Chongqing Changan Automobile Co Ltd,0.0002,Consumer Discretionary,CN,"US$157,265.23","365,742"
HPHT,Hutchison Port Holdings Trust,0.0002,Industrials,SG,"US$160,269.00","781,800"
000158,Shijiazhuang Changshan BeiMing Technology Co Ltd,0.0002,Technology,CN,"US$160,522.37","70,800"
002294,Shenzhen Salubris Pharmaceuticals Co Ltd,0.0002,Health Care,CN,"US$158,661.53","32,100"
8976,Daiwa Office Investment Corp,0.0002,Real Estate,JP,"US$163,804.26",82
688608,Bestechnic Shanghai Co Ltd,0.0002,Technology,CN,"US$162,260.83","6,581"
300316,Zhejiang Jingsheng Mechanical & Electrical Co Ltd,0.0002,Technology,CN,"US$158,590.54","21,100"
BRYAT,Borusan Yatirim ve Pazarlama AS,0.0002,Basic Materials,TR,"US$162,459.59","3,853"
4686,Justsystems Corp,0.0002,Technology,JP,"US$156,533.07","6,100"
AVIA,Avia Avian Tbk PT,0.0002,Industrials,ID,"US$150,430.64","7,724,700"
2201,Yulon Motor Co Ltd,0.0002,Consumer Discretionary,TW,"US$154,413.32","176,214"
HEKTS,Hektas Ticaret TAS,0.0002,Basic Materials,TR,"US$150,563.53","1,727,406"
3549,Kusuri no Aoki Holdings Co Ltd,0.0002,Consumer Staples,JP,"US$156,808.84","7,200"
601939,China Construction Bank Corp,0.0002,Financials,CN,"US$156,291.33","106,100"
301236,Isoftstone Information Technology Group Co Ltd,0.0002,Technology,CN,"US$152,948.26","31,300"
002517,Kingnet Network Co Ltd,0.0002,Consumer Discretionary,CN,"US$156,095.51","65,800"
601169,Bank of Beijing Co Ltd,0.0002,Financials,CN,"US$156,732.36","208,200"
3918,NagaCorp Ltd,0.0002,Consumer Discretionary,HK,"US$143,195.54","273,061"
000998,Yuan Longping High-tech Agriculture Co Ltd,0.0002,Consumer Staples,CN,"US$146,659.67","116,800"
4812,Dentsu Soken Inc,0.0002,Technology,JP,"US$146,289.34","11,100"
LH-R,Land & Houses PCL,0.0002,Real Estate,TH,"US$145,438.01","1,314,800"
6099,China Merchants Securities Co Ltd,0.0002,Financials,HK,"US$149,624.11","80,100"
363,Shanghai Industrial Holdings Ltd,0.0002,Real Estate,HK,"US$146,426.11","76,000"
018880,Hanon Systems,0.0002,Consumer Discretionary,KR,"US$144,795.98","38,758"
TRALT,Koza Altin Isletmeleri AS,0.0002,Basic Materials,TR,"US$143,551.29","151,305"
152,Shenzhen International Holdings Ltd,0.0002,Industrials,HK,"US$148,040.17","195,000"
300769,Shenzhen Dynanonic Co Ltd,0.0002,Basic Materials,CN,"US$143,416.20","14,668"
LIVEPOLC,El Puerto de Liverpool SAB de CV,0.0002,Consumer Discretionary,MX,"US$140,308.00","23,800"
CNVRG,Converge Information and Communications Technology Solutions Inc,0.0002,Telecommunications,PH,"US$137,612.73","770,600"
OPUS,Opus Global Nyrt,0.0002,Industrials,HU,"US$137,624.65","117,952"
002736,Guosen Securities Co Ltd,0.0002,Financials,CN,"US$142,038.76","94,900"
2296,Itoham Yonekyu Holdings Inc,0.0002,Consumer Staples,JP,"US$135,712.04","4,400"
SNT,Santam Ltd,0.0002,Financials,ZA,"US$139,759.24","6,049"
MYOR,Mayora Indah Tbk PT,0.0002,Consumer Staples,ID,"US$137,037.27","1,330,900"
